"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"6/25/2013","Starbucks","STARBUCKS 2","5.41","debit","Coffee Shops","Chase Southwest CC","",""
"6/24/2013","Bellagio","BELLAGIO - BUFFET","35.30","debit","Hotel","Chase Southwest CC","",""
"6/24/2013","Sushi Boat","SUSHI BOAT","12.43","debit","Restaurants","Chase Southwest CC","",""
"6/24/2013","Taxi Cab","TAXI CAB SERVICE","15.40","debit","Rental Car & Taxi","Chase Southwest CC","",""
"6/24/2013","Weedsb Llc Taxi","WEEDSB, LLC. TAXI","20.40","debit","Rental Car & Taxi","Chase Southwest CC","",""
"6/23/2013","Walgreens","WALGREENS #3671","21.74","debit","Pharmacy","Chase Southwest CC","",""
"6/23/2013","Hoteltonight Rooms","HOTELTONIGHT*ROOMS","115.00","debit","Hotel","Chase Southwest CC","",""
"6/23/2013","Shell","SHELL OIL 57444260004","61.25","debit","Gas & Fuel","Chase Southwest CC","",""
"6/20/2013","Expedia","EXPEDIA*Sales Final","376.11","credit","Travel","Chase Southwest CC","",""
"6/19/2013","Amazon Kindle","CHECK CARD PURCHASE XXXXX4884 Amazon ServicesKindle XXXXX1072 WA","9.95","debit","Books","Spend - everyday spending","",""
"6/18/2013","Pham Si Capitalone","ACH WEBRECUR XXXXX8081 PHAM,SI CAPITALONE","250.00","debit","Transfer","Spend - everyday spending","",""
"6/18/2013","PayPal","ACH WEB-SINGLE 4CCJ276FHWSN2 PAYPAL ECHECK","1500.00","debit","Shopping","Spend - everyday spending","",""
"6/18/2013","Smarte Carte","SMARTECARTE.COM 11","5.00","debit","Travel","Chase Southwest CC","",""
"6/17/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","2.99","debit","Music","Spend - everyday spending","",""
"6/17/2013","Supershuttle","CHECK CARD PURCHASE XXXXX4884 SUPERSHUTTLE EXECUCARS XXXXX3826 CA","22.50","debit","Auto & Transport","Spend - everyday spending","",""
"6/17/2013","Pi Yee Press","CHECK CARD PURCHASE XXXXX4884 PI YEE PRESS XXXXX7711 NV","15.00","debit","Uncategorized","Spend - everyday spending","",""
"6/17/2013","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0615 GB","4.35","debit","Service Fee","Spend - everyday spending","",""
"6/17/2013","Wwwasoscom Gb","CHECK CARD PURCHASE XXXXX4884 WWWASOSCOM XXXXX1000 GB","145.09","debit","Clothing","Spend - everyday spending","",""
"6/17/2013","Staples","POS PURCHASE POS03778397 1686685 STAPLES, INC GARDEN GROVE CA","17.25","debit","Office Supplies","Spend - everyday spending","",""
"6/17/2013","Thien An Restaurant","THIEN AN RESTAURANT, INC","403.61","debit","Restaurants","Chase Southwest CC","",""
"6/16/2013","Marina Grocery Milipitas","MARINA GROCERY MILIPITAS","37.00","debit","Groceries","Chase Southwest CC","",""
"6/14/2013","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"6/14/2013","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"6/14/2013","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"6/14/2013","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"6/14/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX2302ZD LINKEDIN CORPORA DIRECT DEP","2355.10","credit","Paycheck","Spend - everyday spending","",""
"6/14/2013","Marina Grocery","POS PURCHASE POS02715652 0563995 MARINA GROCERY MILPITAS CA","6.99","debit","Groceries","Spend - everyday spending","",""
"6/14/2013","Fandango","CHECK CARD PURCHASE XXXXX4884 FANDANGO.COM FANDANGO.CO CA","21.50","debit","Movies & DVDs","Spend - everyday spending","",""
"6/14/2013","Old Navy","POS PURCHASE POS03772694 0563996 OLD NAVY USA MILPITAS CA","2.16","debit","Clothing","Spend - everyday spending","",""
"6/14/2013","Walgreens","CHECK CARD PURCHASE XXXXX4884 WALGREENSCOM 5995 XXXXX5823 IL","28.88","debit","Pharmacy","Spend - everyday spending","",""
"6/14/2013","Walgreens","WALGREENS #3671","27.17","debit","Pharmacy","Chase Southwest CC","",""
"6/14/2013","Nguyen Restaurant","PHO NGUYEN RESTAURANT","17.40","debit","Restaurants","Chase Southwest CC","",""
"6/13/2013","Interest Charge","PURCHASE INTEREST CHARGE","21.29","debit","Finance Charge","Chase freedom CC","",""
"6/11/2013","Paymentto Zoogue","PaymentTo ZooGue","5.99","debit","Uncategorized","PayPal Smart Connect","",""
"6/11/2013","Transfer to CREDIT CARD","ACH DEBIT XXXXX2440 CHASE AUTOPAY","30.00","debit","Credit Card Payment","Spend - everyday spending","",""
"6/11/2013","Vis Sharebuilder Subscript","CHECK CARD CREDIT 7654540002 VIS 0610 SHAREBUILDER SUBSCRIPT SEATTLE WA","12.00","credit","Income","Spend - everyday spending","",""
"6/11/2013","Transfer to 6605","ACH WEBRECUR XXXXX2860 CITI AUTOPAY PAYMENT","98.20","debit","Credit card","Spend - everyday spending","",""
"6/11/2013","Union 76","76","64.73","debit","Gas & Fuel","Chase Southwest CC","",""
"6/10/2013","Transfer from Spend","AUTOMATIC PAYMENT - THANK","30.00","credit","Credit Card Payment","Chase freedom CC","",""
"6/10/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","2.99","debit","Music","Spend - everyday spending","",""
"6/10/2013","Honda","ACH DEBIT XXXXX2202E AM-HONDA PMT","393.59","debit","Auto Payment","Spend - everyday spending","",""
"6/10/2013","PayPal","ACH WEB-SINGLE 4CCJ275P6QQHQ PAYPAL INST XFER","500.00","debit","Shopping","Spend - everyday spending","",""
"6/10/2013","Muir Woods","CHECK CARD PURCHASE XXXXX4884 MUIR WOODS MILL VALLEY CA","21.68","debit","Uncategorized","Spend - everyday spending","",""
"6/10/2013","Muir Woods Natl","MUIR WOODS NATL MNUMT","28.00","debit","Uncategorized","Chase Southwest CC","",""
"6/10/2013","Com Tam Thanh","COM TAM THANH","46.00","debit","Restaurants","Chase Southwest CC","",""
"6/09/2013","Muir Woods","MUIR WOODS","7.00","debit","Uncategorized","Chase Southwest CC","",""
"6/09/2013","Muir Woods","MUIR WOODS","21.68","debit","Uncategorized","Chase Southwest CC","",""
"6/09/2013","Alaska Air","ALASKA AIR  0277237819501","131.90","debit","Air Travel","Chase Southwest CC","",""
"6/08/2013","Transfer from Spend","AUTOPAY 999990000015189RAUTOPAY AUTO-PMT","98.20","credit","Credit Card Payment","6605","",""
"6/06/2013","Banana Br Epay","ACH WEBSINGLE XXXXX4496 BANANA VISA BR EPAY","459.11","debit","Bills & Utilities","Spend - everyday spending","",""
"6/06/2013","In-N-Out Burger","IN-N-OUT BURGER #115","18.60","debit","Fast Food","Chase Southwest CC","",""
"6/05/2013","Sharebuilder","CHECK CARD PURCHASE XXXXX4884 SHAREBUILDER SUBSCRIPT XXXXX4440 WA","12.00","debit","Investments","Spend - everyday spending","",""
"6/05/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","3.98","debit","Music","Spend - everyday spending","",""
"6/04/2013","General Nutrition Centers","PaymentTo GNC Holdings","39.28","debit","Groceries","PayPal Smart Connect","",""
"6/04/2013","General Nutrition Centers","PaymentTo GNC Holdings","38.28","debit","Groceries","PayPal Smart Connect","",""
"6/04/2013","Walgreens","POS PURCHASE POS02831563 0473568 WALGREENS 342 MILPITAS CA","25.99","debit","Pharmacy","Spend - everyday spending","",""
"6/04/2013","Camino Building Ca","CHECK CARD PURCHASE XXXXX4884 CAMINO 701 BUILDING XXXXX4121 CA","10.00","debit","Doctor","Spend - everyday spending","",""
"6/04/2013","PayPal","ACH WEB-SINGLE 4CCJ2755UJM8A PAYPAL INST XFER","9.99","debit","Shopping","Spend - everyday spending","",""
"6/04/2013","Beacon","CHECK CARD PURCHASE XXXXX4884 BEACON 3633 OAKDALE CA","1.18","debit","Gas & Fuel","Spend - everyday spending","",""
"6/03/2013","Paymentto Dingding Wan","PaymentTo Dingding Wan","349.00","debit","Uncategorized","PayPal Smart Connect","",""
"6/03/2013","Wholesale","PaymentTo Wholesale Plus Wireless LLC","5.99","debit","Service & Parts","PayPal Smart Connect","",""
"6/03/2013","Ckfxxxxx Bk Amer","ACH WEBRECUR CKFXXXXX3498POS BK OF AMER VI/MC ONLINE PMT","30.00","debit","Credit Card Payment","Spend - everyday spending","",""
"6/03/2013","Marina Grocery Milipit","CHECK CARD PURCHASE XXXXX4884 MARINA GROCERY MILIPIT MILPITAS CA","8.58","debit","Groceries","Spend - everyday spending","",""
"6/03/2013","Marina Grocery Milipitas","MARINA GROCERY MILIPITAS","59.81","debit","Groceries","Chase Southwest CC","",""
"6/03/2013","Southwest Airlines","SAL*SOUTHWEST AIR DEAL","480.76","debit","Air Travel","Chase Southwest CC","",""
"6/02/2013","Expedia","EXPEDIA*Sales Final","376.11","debit","Travel","Chase Southwest CC","",""
"6/02/2013","Annual Membership Fee","ANNUAL MEMBERSHIP FEE","99.00","debit","Fees & Charges","Chase Southwest CC","",""
"6/02/2013","Check 76","76 10097046","65.77","debit","Check","Chase Southwest CC","",""
"6/01/2013","Transfer from Spend","BA ELECTRONIC PAYMENT","30.00","credit","Credit Card Payment","BankAmericard Platinum Plus Visa","",""
"5/31/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX2952ZD LINKEDIN CORPORA DIRECT DEP","1838.62","credit","Paycheck","Spend - everyday spending","",""
"5/31/2013","Southwest Airlines","CHECK CARD PURCHASE XXXXX4884 SOUTHWES XXXXX3233 XXXXX9792 TX","277.80","debit","Air Travel","Spend - everyday spending","",""
"5/31/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","9.99","debit","Music","Spend - everyday spending","",""
"5/31/2013","iTunes","CHECK CARD PURCHASE XXXXX4884 APLAPPLE ITUNES STORE XXXXX7753 CA","4.99","debit","Music","Spend - everyday spending","",""
"5/30/2013","USPS","POS PURCHASE POS24700599 0469136 USPS XXXXX8955 MOUNTAIN VIE CA","12.35","debit","Shipping","Spend - everyday spending","",""
"5/30/2013","ATM Fee Reimbursement","ATM TRANSACTION FEE REIMBURSEMENT","5.00","credit","Income","Spend - everyday spending","",""
"5/29/2013","AT&T","CHECK CARD PURCHASE XXXXX4884 VESTA ATT XXXXX3007 OR","15.00","debit","Home Phone","Spend - everyday spending","",""
"5/29/2013","Audible.com","CHECK CARD PURCHASE XXXXX4884 Audible XXXXX5051 NJ","7.49","debit","Books","Spend - everyday spending","",""
"5/28/2013","Amazon","N0528 4884 PAYMENT POS00000101 2085936 AMAZON.COM SEATTLE WA","12.60","debit","Shopping","Spend - everyday spending","",""
"5/28/2013","Supershuttle","CHECK CARD PURCHASE XXXXX4884 SUPERSHUTTLE EXECUCARS XXXXX3826 CA","32.50","debit","Auto & Transport","Spend - everyday spending","",""
"5/28/2013","Geico","RECURRING CHECK CARD XXXXX4147 GEICO XXXXX3000 DC","91.65","debit","Auto Insurance","Spend - everyday spending","",""
"5/28/2013","7-Eleven","7-ELEVEN 17782","3.55","debit","Fast Food","BankAmericard Platinum Plus Visa","",""
"5/25/2013","City Wok","CITY WOK DENVER CO","9.67","debit","Restaurants","BankAmericard Platinum Plus Visa","",""
"5/25/2013","City Wok","CITY WOK","9.67","debit","Restaurants","BankAmericard Platinum Plus Visa","",""
"5/24/2013","Calvin Klein","CALVIN KLEIN #008","26.60","debit","Clothing","BankAmericard Platinum Plus Visa","",""
"5/24/2013","Jamba Juice","JAMBA JUICE","5.78","debit","Food & Dining","BankAmericard Platinum Plus Visa","",""
"5/24/2013","Coach","COACH 00046011","62.69","debit","Clothing","BankAmericard Platinum Plus Visa","",""
"5/24/2013","Amazon","RECURRING CHECK CARD XXXXX4144 Amazon Prime XXXXX2820 NV","42.41","debit","Shopping","Spend - everyday spending","",""
"5/23/2013","Facebk Gifts Www","CHECK CARD PURCHASE XXXXX4884 FACEBK *Gifts www.fb.me/c CA","10.00","debit","Gift","Spend - everyday spending","",""
"5/23/2013","Lindt Chocolate","LINDT CHOCOLATE #368","19.90","debit","Restaurants","BankAmericard Platinum Plus Visa","",""
"5/22/2013","Maid Of The Mist","MAID OF THE MIST STORE","31.29","debit","Entertainment","BankAmericard Platinum Plus Visa","",""
"5/22/2013","Rice Noodle","RICE & NOODLE","37.47","debit","Uncategorized","BankAmericard Platinum Plus Visa","",""
"5/22/2013","Sunoco","SUNOCO 0066909301","4.04","debit","Gas & Fuel","BankAmericard Platinum Plus Visa","",""
"5/22/2013","Check 206","CHECK 206 074253870","1000.00","debit","Check","Spend - everyday spending","",""
"5/22/2013","PayPal","ACH WEB-SINGLE 4CCJ273TV78UU PAYPAL ECHECK","110.00","debit","Shopping","Spend - everyday spending","",""
"5/22/2013","Southwest Airlines","CHECK CARD PURCHASE XXXXX4884 SOUTHWES XXXXX1083 XXXXX9792 TX","248.90","debit","Air Travel","Spend - everyday spending","",""
"5/22/2013","Cmu Parking Transpor","CHECK CARD PURCHASE XXXXX4884 CMU PARKING &#038; TRANSPOR PITTSBURGH PA","3.00","debit","Parking","Spend - everyday spending","",""
"5/21/2013","Burger King","CHECK CARD PURCHASE XXXXX4884 BURGER KING #945 BUFFALO NY","21.38","debit","Fast Food","Spend - everyday spending","",""
"5/21/2013","Ben & Jerry's","BEN & JERRY'S","10.70","debit","Food & Dining","BankAmericard Platinum Plus Visa","",""
"5/21/2013","Maid Of The Mist","MAID OF THE MIST","62.00","debit","Entertainment","BankAmericard Platinum Plus Visa","",""
"5/20/2013","Ppap","PPAP SHADYSIDE 231","4.75","debit","Uncategorized","BankAmericard Platinum Plus Visa","",""
"5/20/2013","Avis","AVIS RENT-A-CAR 1","132.26","debit","Rental Car & Taxi","BankAmericard Platinum Plus Visa","",""
"5/20/2013","Pizza Hut","S-3 PIZZA HUT 30033005","9.83","debit","Fast Food","BankAmericard Platinum Plus Visa","",""
"5/20/2013","Starbucks","STARBUCKS T4 S30031603","3.99","debit","Coffee Shops","BankAmericard Platinum Plus Visa","",""
"5/20/2013","Steel Cactus","STEEL CACTUS","22.25","debit","Uncategorized","BankAmericard Platinum Plus Visa","",""
"5/20/2013","7-Eleven","CHECK CARD PURCHASE XXXXX4884 36204 7-ELEVEN CORAOPOLIS PA","26.61","debit","Fast Food","Spend - everyday spending","",""
"5/17/2013","ATM Fee","ATM WITHDRAWAL MACA176409N0516 4884 368 CASTRO ST. MOUNTAIN VIE CA","2.25","debit","ATM Fee","Spend - everyday spending","",""
"5/17/2013","ATM Withdrawal Maca 368 Castro Street","ATM WITHDRAWAL MACA176409N0516 4884 368 CASTRO ST. MOUNTAIN VIE CA","200.00","debit","Cash & ATM","Spend - everyday spending","",""
"5/17/2013","ATM Withdrawal Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"5/16/2013","Microsoft","CHECK CARD PURCHASE XXXXX4884 DRI*MICROSOFT HUP http://supp MN","9.95","debit","Electronics & Software","Spend - everyday spending","",""
"5/15/2013","Zd Linkedin Corpora","ACH CREDIT XXXXX7062ZD LINKEDIN CORPORA DIRECT DEP","2605.52","credit","Paycheck","Spend - everyday spending","",""
"5/15/2013","Walgreens","CHECK CARD PURCHASE XXXXX4884 WALGREENS #3671 MILPITAS CA","21.73","debit","Pharmacy","Spend - everyday spending","",""
"5/14/2013","Pham Si Capitalone","ACH CREDIT XXXXX8081 PHAM,SI CAPITALONE","300.00","credit","Income","Spend - everyday spending","",""
"5/13/2013","Interest Charged Standard","INTEREST CHARGED TO STANDARD PURCH","5.13","debit","Finance Charge","6605","",""
"5/13/2013","Interest Charged Purchases","Interest Charged on Purchases C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"5/13/2013","Interest Charged Bank","Interest Charged on Bank Cash Advances C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"5/13/2013","Interest Charged Balance","Interest Charged on Balance Transfers C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"5/13/2013","Interest Charged Dir","Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES","0.00","credit","Interest Income","BankAmericard Platinum Plus Visa","",""
"5/13/2013","Transfer to CREDIT CARD","ACH DEBIT XXXXX8298 CHASE AUTOPAY","41.00","debit","Credit Card Payment","Spend - everyday spending","",""
"5/13/2013","Amazon","N0511 4884 PAYMENT POS00000101 1714713 AMAZON.COM SEATTLE WA","21.65","debit","Shopping","Spend - everyday spending","",""
"5/13/2013","Foreign Transaction Fee","INTERNATIONAL POS FEE VIS 0511 LU","0.30","debit","Service Fee","Spend - everyday spending","",""
"5/13/2013","Rebtel Services Luxembourg","CHECK CARD PURCHASE XXXXX4884 REBTEL SERVICES LUXEMBOURG LU","10.00","debit","Uncategorized","Spend - everyday spending","",""
"5/13/2013","Check 205","CHECK 205 077141793","500.00","debit","Check","Spend - everyday spending","",""
"5/13/2013","Interest Charge","PURCHASE INTEREST CHARGE","19.99","debit","Finance Charge","Chase freedom CC","",""
"5/10/2013","Amazon","Amazon.com","57.62","debit","Shopping","Chase freedom CC","",""
"5/10/2013","Transfer from Spend","AUTOMATIC PAYMENT - THANK","41.00","credit","Credit Card Payment","Chase freedom CC","",""
"5/10/2013","Amazon","AMAZON MKTPLACE PMTS","4.06","debit","Shopping","Chase freedom CC","",""
"5/09/2013","Transfer to 6605","ACH WEBRECUR XXXXX3296 CITI AUTOPAY PAYMENT","500.00","debit","Credit card","Spend - everyday spending","",""
"5/08/2013","Transfer from Spend","AUTOPAY 999990000015189RAUTOPAY AUTO-PMT","500.00","credit","Credit Card Payment","6605","",""
"5/08/2013","Honda","ACH DEBIT XXXXX2202E AM-HONDA PMT","393.59","debit","Auto Payment","Spend - everyday spending","",""
"5/07/2013","Amazon","CHECK CARD PURCHASE XXXXX4884 AMAZON MKTPLACE PMTS AMZN.COM/BI WA","10.89","debit","Shopping","Spend - everyday spending","",""
"5/07/2013","PayPal","ACH WEB-SINGLE 4CCJ272AP6ASQ PAYPAL INST XFER","39.00","debit","Shopping","Spend - everyday spending","",""
"5/07/2013","Amazon","CHECK CARD PURCHASE XXXXX4884 AMAZON MKTPLACE PMTS AMZN.COM/BI WA","15.58","debit","Shopping","Spend - everyday spending","",""
"5/07/2013","Banana Br Epay","ACH WEBSINGLE XXXXX2316 BANANA VISA BR EPAY","300.00","debit","Bills & Utilities","Spend - everyday spending","",""
"5/06/2013","ATM Fee","ATM WITHDRAWAL MACTX52391N0504 4884 41 SERRA WAY STE 1 MILPITAS CA","2.25","debit","ATM Fee","Spend - everyday spending","",""
"5/06/2013","ATM Withdrawal Mactx 41 Serra Way Suite 1","ATM WITHDRAWAL MACTX52391N0504 4884 41 SERRA WAY STE 1 MILPITAS CA","120.00","debit","Cash & ATM","Spend - everyday spending","",""
"5/06/2013","The Body Shop","CHECK CARD PURCHASE XXXXX4884 THE BODY SHOP #344 MILPITAS CA","42.36","debit","Hair","Spend - everyday spending","",""
"5/06/2013","PayPal","ACH WEB-SINGLE 4CCJ27247FL2J PAYPAL INST XFER","9.99","debit","Shopping","Spend - everyday spending","",""
"5/06/2013","Amazon","N0505 4884 PAYMENT POS00000101 1645826 AMAZON.COM SEATTLE WA","18.27","debit","Shopping","Spend - everyday spending","",""
"5/06/2013","Milpitas Ca","CHECK CARD PURCHASE XXXXX4884 76 10097046 MILPITAS CA","62.62","debit","Uncategorized","Spend - everyday spending","",""
"5/06/2013","Pittsburgh's #1","CHECK CARD PURCHASE XXXXX4884 PITTSBURGH SUPERSHUTTL XXXXX3826 PA","13.35","debit","Personal Care","Spend - everyday spending","",""
"5/06/2013","Answer Restaurant","CHECK CARD PURCHASE XXXXX4884 ANSWER RESTAURANT SANTA CLARA CA","46.00","debit","Restaurants","Spend - everyday spending","",""
"5/06/2013","ATM Withdrawal Fee","ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","Spend - everyday spending","",""
"5/03/2013","Sharebuilder","CHECK CARD PURCHASE XXXXX4884 SHAREBUILDER SUBSCRIPT XXXXX4440 WA","12.00","debit","Investments","Spend - everyday spending","",""
"5/03/2013","PayPal","ACH WEB-SINGLE 4CCJ26ZYA94ZU PAYPAL INST XFER","999.99","debit","Shopping","Spend - everyday spending","",""
"5/03/2013","Amazon","CHECK CARD PURCHASE XXXXX4884 AMAZON MKTPLACE PMTS AMZN.COM/BI WA","239.99","debit","Shopping","Spend - everyday spending","",""
